text1,text2,Actual,Predicted
"Four young children on a sandy beach, with rocks and others in the background.","A child swims in a stream, whilst other children wait to jump off a rock.",0.531000018119812,0.19246625900268555
where'd everyone go in the fog?,There were footsteps in the fog.,0.4059999883174896,0.17821162939071655
Outdoor cafe with rain flaps down and empty tables.,A group of people on a blue raft going down a river.,0.21899999678134918,-0.34918054938316345
He looked melancholic and walked quietly away.,"So I smiled, then frowned again and walked away.",0.4059999883174896,0.26579713821411133
A man wearing a jacket and jeans taking a picture of a spaceman in the city.,A man wearing a winter jacket is taking a picture.,0.531000018119812,0.08815670013427734
"Dangerous Creatures is book 1 in the Dangerous Creatures series, and follow up to the Beautiful Creatures series.",The Downs: Well what kind of sucks is that I think you should read the Beautiful Creatures series first.,0.5,0.1960005760192871
"#Hillary, Here's one Christian whose religion views will never ""adapt"" to include abortion. Abortion is murder.",If #BlackLivesMatter why not black babies in the womb? Somehow their lives don't matter.... puzzled with that one. #catholic,0.3440000116825104,-0.05739331245422363
"If you do not, there is a reason why you do no.","If you don't, is there a reason you don't.",0.906000018119812,0.373049259185791
It varies from place to place.,Ryan Seacrest took his place.,0.125,-0.3835699260234833
Simply do confidently while watching out for her brother and fataher.,"I disagree, as I have seen my brother watching it.",0.2809999883174896,-0.20442712306976318
Mar del Plata has a wide range of services in this sector .,"Mar del Plata has a population of 541,733 people .",0.5329999923706055,0.03293830156326294
This is a lovely little love story in the Daughter of Smoke and Bone universe.,A MUST READ of Daughter of Smoke & Bone readers,0.781000018119812,0.24617725610733032
Chorus sung by R. Kelly and Sean Paul. Whoa.,That is similar to the R Kelly situation with the young girls.,0.3440000116825104,-0.04198545217514038
"Each profile is personalized for a particular student , with content and software for each pupil .",All of them are personalized and full of contents and educational software for every pupil .,0.8119999766349792,0.33283525705337524
Then her father returns from the city one night holding the most beautiful rose that anyone has ever seen and a story about a Beast.,Beauty lives in the city with her father and two sisters.,0.31200000643730164,-0.16119056940078735
Yes HRC subject 2 dbl standard Smh Come on @billclinton @HillaryClinton U Knew @ClintonFdn Donations Would b Scrutinized; Spun!,"@politico ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",0.593999981880188,0.1847599744796753
You can go to www.bearshare.com to teach for and download songs.,The best website to download music is www.bearshare.com,0.8119999766349792,0.38484811782836914
We had a great time in Vegas!,We had a blast in Vegas!,0.968999981880188,0.4739024043083191
"secondly, eliminating the threat from the Ousters.",- Terrorism remains a threat to the Union.,0.3440000116825104,-0.023589611053466797
"Harsco operates in 45 countries and employs approximately 21,000 people worldwide .","The University today enrolls approximately 21,000 students , out of which more than 1,000 come from other countries .",0.5619999766349792,-0.22971433401107788
"What a great 7 days to be an American, especially a Texan. #SCOTUS #LoveWins #Obamacare",#Prolife laws kill women. Real #feminists are #prochoice. Calling us #feminazi? Because of course you have no arguments. #fem2,0.375,-0.3511557877063751
"Ned Vizzini weaves an imaginative and fantastical storyline, anchored by characters who are authentic, believable, and funny.",Many thanks to Ned for the ARC!,0.375,0.011697053909301758
But the secrecy maintained around the Bastille and its prisoners gave it a sinister reputation .,"Their reputation as honest , if workers , is maintained in the diaspora .",0.15600000321865082,-0.3605114817619324
The three field hockey players dressed in orange make for the ball.,A female tennis player on a blue court prepares to hit the ball.,0.2809999883174896,-0.09747296571731567
"Well, if the truth be told, I've not been so acquainted with that promised land as I had thee believe.","if I have to tell you the truth, I don't know the country as well as I have told you.",0.6880000233650208,0.19467949867248535
A black dog jumps a horizontal bar in a grassy feild.,The dog carries a stick and jumps over a log in the woods.,0.593999981880188,0.0934857726097107
Looking forward to reading the rest of the series and finding out what happens next.,I hated reading what was done and how.,0.2809999883174896,-0.18190467357635498
"Guess that's not that important, but it sure helped out Suzume all the time.","Yes, Suzume is flawed but she is relateable and you root for her.",0.3659999966621399,0.225894033908844
Even the way Stefan and Damon became vampires was altered in that there was no duel to the death this time around.,"This first prequel volume, Origins, chronicles the Salvatores in 1864 when they first met Katherine and became vampires.",0.43799999356269836,0.12683922052383423
"Bravo, Neal Shusterman, for once again awing us with an epic story that will stick with most of us for the rest of our lives.",Do you know why Neal Shusterman is one of my favourite authors?,0.531000018119812,0.2841913104057312
@HillaryClinton i am portuguese and i support your campaign! Best luck! The world need a person and a women like you! #USA,Was asked by @HillaryClinton to help with her campaign. Gladly (excitedly) accepted!,0.4690000116825104,0.27396947145462036
"Oh, I'm good with the living room couch.",I'll sleep on the couch in the living room.,0.8119999766349792,0.32668793201446533
@philadper2014 @LouiseKatina Hillary's New Campaign slogan is: HILLARY - NOTHING TO HIDE BUT THE TRUTH! #tcot #WakeUpAmerica,Support #independent #BernieSanders because he's not a liar. #POTUS #libcrib #democrats #tlot #republicans #WakeUpAmerica,0.4059999883174896,-0.045055091381073
"Violet Baudelaire is one of the main characters in the children 's book series , A Series of Unfortunate Events by Lemony Snicket .",Sunny Baudelaire is one of the protagonists of Lemony Snicket 's novel series A Series of Unfortunate Events .,0.718999981880188,0.2866002321243286
"You can search on the website ""Youtube",Why not search for some information on their website?,0.656000018119812,0.08010494709014893
OH REALLY here is my e-mail address tupac_lover_00@yahoo.com,"This email address might be of some assistance to you. ""do_i_look_like_aaron@aaroncarter.com.",0.531000018119812,0.13281303644180298
A child surrounded by adults in lawn chairs being splashed out of a bottle of water.,A black and white dog is being soaked with a jet of water in a blue paddling pool.,0.2809999883174896,-0.06251758337020874
Also at this time the Mid Sussex region was transferred from East Sussex .,In 1974 the old county of Sussex was split into East Sussex and West Sussex .,0.781000018119812,0.37529414892196655
"Taige and Cullen were a sweet, but electric, couple.","The connection between Taige and Jillian, which might've been a convenient plot twist, was endearing.",0.5619999766349792,-0.0028383731842041016
"Microsoft 's Professional Developers Conference is a conference for software developers , normally Windows developers .",Windows Server 2003 is a server operating system produced by Microsoft .,0.375,-0.0005306005477905273
"Lasting more than an hour , the Ninth was an exceptionally long symphony for its time .","It is a very long work , lasting more than an hour .",0.593999981880188,-0.1161125898361206
I still find it unbelievable how much better the show is.,Maybe I just like the TV show better.,0.656000018119812,0.18626737594604492
Great book to end the series.,"Much like most of the series is, actually.",0.4690000116825104,0.04126942157745361
Crosswalk in an Asian city.,A woman in a dress at a crosswalk.,0.31200000643730164,0.026579678058624268
"Its natural habitats are forest and woodland , primarily humid .",Its natural habitats are subtropical or tropical moist montanes and rivers .,0.656000018119812,0.2264426350593567
Ask him his phone number or where his house is.,How would I get a celebrity's phone number?,0.2809999883174896,0.08778011798858643
"First, the man; second, the oxen",It's the Second State of the Union Address!,0.06199999898672104,-0.42245981842279434
good for Birthday Girl Rachel Morgan.,Such a good book and a good series.,0.21899999678134918,-0.32332950830459595
The territorial capital of Nebraska was Omaha .,Nebraska 's Legislature is unusual in that it is unicameral and nonpartisan .,0.4059999883174896,0.12134212255477905
I'm voting for Donald Trump this election #waitonit,@realDonaldTrump Some people just want to be president. Others want to MAKE AMERICA GREAT AGAIN!,0.656000018119812,0.25386595726013184
He was selected by the Blackhawks with the third overall pick in the 2006 NHL Entry Draft .,"The Canucks drafted Bourdon with their first selection , tenth overall , in the 2005 NHL Entry Draft .",0.625,0.20670604705810547
I would be so embarrassed if @realDonaldTrump were my dad. My dad was #conservative #Marine but not stupid or unkind. #yuck,#greta Trump is absolutely on fire right now! He is a good man with a great family. He is the medicine this country needs!,0.4059999883174896,-0.05350238084793091
"Outside the United States , the single was released commercially in Australia and the United Kingdom .","In Australia , as in the United Kingdom , Constable is the lowest rank in most police services .",0.4059999883174896,-0.19514119625091553
you asked him for breakfast?,For an hour or so. I asked around about Goldie.,0.15600000321865082,-0.15169230103492737
@realDonaldTrump You are the trump card of my heart.,@realDonaldTrump Just watched you on @FoxNews. You are awesome! You have my vote! #MakeAmericaGreatAgain,0.625,0.3196866512298584
"I'm not accusing him of being anything but shrewd and ambitious, after all.","after all, I blame him nothing more than cunning and ambition.",0.9330000281333923,0.2929788827896118
It hurts because it's our fault.,"Apologies, females, but this isn't our fault.",0.4059999883174896,0.14100420475006104
A person asks questions so as to receive answers.,The newer questions on Yahoo! receive more activity.,0.21899999678134918,0.06846767663955688
A man with gray hair and a plaid shirt is smoking a cigarette.,An older women in a white jacket and white pants squatting in the dirt to fix her garden.,0.21899999678134918,-0.26314839720726013
the server is a SOCKSv5 proxy server.,caching proxy server for Debian archive files,0.3440000116825104,0.16259026527404785
"Just say, ""I just want to now! Do you like me as a friend, or something more?",just say i just want to now!Do u like me as a friend or something more?,0.875,0.48419511318206787
Woman on cellphone running in the snow.,A cat bites a human's nose.,0.03099999949336052,-0.2625432312488556
"From earth to earth, ashes to ashes, dust to dust.","Universe to universe, ashes to ashes, dust to dust.",0.843999981880188,0.40837883949279785
A fantastic book by an amazing writer!,There is only one true ghost story in this book.,0.25,-0.06937304139137268
"Maddox, 87, cracked two ribs when he fell about 10 days ago at an assisted living home where he was recovering from intestinal surgery, Virginia Carnes said.","Maddox, who had battled cancer since 1983, cracked two ribs earlier this month when he fell at an assisted living home where he was recovering from surgery.",0.699999988079071,0.4670027494430542
somewhere in the corner lies and sleeps.,Around the corner at the coffee shop on Dauphine.,0.25,-0.3066782057285309
The structure of the National Hockey League season is divided into the regular season and the Stanley Cup playoffs .,"Since 1927 , the Stanley Cup Final series also determines the National Hockey League championship .",0.5329999923706055,0.372883141040802
The Zakarpattia Oblast has a total area of 12800 k and is located in the Carpathian Mountains region of western Ukraine .,"Situated in the Carpathian Mountains , Zakarpattia Oblast 's economy depends mostly on trans-border trade , vinery and forestry .",0.4059999883174896,0.306229829788208
You know what's best for you You know what's best for your happiness You know what's best for your well being,When is abortion a responsible choice? When a woman chooses it to be,0.4059999883174896,-0.19756978750228882
I've got a magical cloak of protection.,I have a magic cloak that protects me like armor!,0.8119999766349792,0.447384238243103
A black and white dog is catching a Frisbee.,A man playing ultimate frisbee makes a diving catch.,0.5619999766349792,0.28787076473236084
"His career in Formula One spanned 15 seasons , with his final two full seasons of top-level racing being spent in the CART series .","In his career , he has won 15 top-level doubles titles and $ 1,027,625 in prize money .",0.625,0.01252514123916626
Her hair was a different color when she came back into the store.,not if that's the color you dye your hair!,0.4059999883174896,0.20102065801620483
"She was another strong character, and a wonderful friend to Violet.",Wonderful second book in the Violet Eden Chapters.,0.4690000116825104,0.031288743019104004
@realDonaldTrump Hell I'm from the UK and I believe @realDonaldTrump would make an amazing WORLD Leader,@realDonaldTrump Everyone is afraid to put a plan on the table for fear they'll be called a racist...America deserves better,0.531000018119812,0.15013563632965088
"British brass bands are made entirely up of brass , mostly conical bore instruments .",They are not called brass instruments although they are made of brass .,0.5,0.34000062942504883
Sienna Miller testifies at UK phone hacking trial,Sienna Miller attacks press for titillating reports at hacking trial,0.625,0.3093312978744507
A group of men and women eating and drinking.,Two women appear to sleep at a table in a diner.,0.30000001192092896,0.1515035629272461
offer yourself to him for free.,To enroll on Kazaa is free.,0.15600000321865082,-0.13296526670455933
"However, Kate Messner could have not written it any more accurately than she did.",THE SEVENTH WISH by Kate Messner blends everyday life with a wish-giving fish.,0.656000018119812,-0.038469016551971436
Its alot easier for couples to split.,Split Milk by Jelly fish.,0.18799999356269836,-0.34717363119125366
"The Brethren, on the other hand, were committing crimes.",the Brotherhood is committed to crimes.,0.531000018119812,0.08138620853424072
"it's called kidnapping a movie star, you know?",my girl doesn't play the movie star.,0.31200000643730164,0.09285014867782593
"an ipod , you wouldn't have buy the cd to listen to a couple of songs",The worst mistake of my life was having to buy the color IPod.,0.43799999356269836,-0.031529247760772705
"They aren't on anymore, and I can't find them ANYwhere.","most bestfriends that tried the relationship thing, arent bf at all anymore.",0.21899999678134918,-0.19296735525131226
Hillary is our best choice if we truly want to continue being a progressive nation. #Ohio,@gerfingerpoken2 #hillary is most likely a felon many times over but has been protected by the political class.,0.2809999883174896,-0.0038263797760009766
"The trumpet is used in many forms of music , including classical music and jazz .","Separate scales are used for jazz/classical albums , and soundtracks .",0.5,0.17984479665756226
"You know, you have the most beautiful hair I've ever seen.",I've never seen such beautiful hair.,0.843999981880188,0.39974117279052734
It is found in Bolivia and Peru .,Its county seat is Bolivia .,0.593999981880188,0.3026081323623657
See the table with the motorcycle engine on top?,can you see the motor from the bike?,0.43799999356269836,0.18181514739990234
Some of the theories regarding the cause of BDD are summarized below .,It is unknown what the full cause of BDD is .,0.593999981880188,0.34164178371429443
"plus, mixed children are the prettiest ;",But my children would say popey.,0.125,-0.10039666295051575
"Baleen whales are generally larger than toothed whales , and females are bigger than males .","Males can weigh 130 - 200 kilograms , and females 35 -82 kilograms .",0.4690000116825104,0.04670727252960205
"The contest was extended once more , and Germain began work on her third attempt .",The Sophie Germain prime and Crater Germain on Venus are named after her .,0.4059999883174896,-0.21700695157051086
Stay calm and things should go smoothly,just stay calm about it and hopefully everything will go smoothly.,0.875,0.43130677938461304
Three women and a man around a table as if having a meeting.,Two women are sitting at a table with three laptops.,0.5,0.15584135055541992
Edgar Meyer is a prominent contemporary bassist and composer .,Edgar Meyer is an American Grammy Award-winning double bassist .,0.718999981880188,0.43161529302597046
"In 1965 , a colony was discovered near Marysville , in the Upper Yarra Valley .",The city of Yakima is located in the Upper Valley of Yakima County .,0.3440000116825104,-0.05701756477355957
Their land borders the Gath homeland.,"Land of the weird, home of the strange.",0.2809999883174896,-0.17508143186569214
@realDonaldTrump: We have got to take our country back. It's time! Win it Mr. Trump,"just want to give a big #shoutout to my #1 man these days, @realDonaldTrump Get 'er done, big guy!!",0.625,0.30519336462020874
i don't know if i've ever seen the cartoon show but i used to read the books.,"You should read the books written by Angus Oblong, who created a cartoon that used to be aired on the network, FOX.",0.43799999356269836,-0.014361679553985596
Both Portia and Vance are strong main characters.,Portia and Vance share a deep bond.,0.625,0.33081483840942383
This is the largest distance between any two points on the circle .,All points on the circle are at the same distance from the center .,0.75,0.4243844747543335
the why did they ever break up golden couple: Jennifer Aniston and Brad Pitt,"These actors include Brad pitt, Jude Law, and Jennifer Anistan.",0.5,0.035611093044281006
@ForQ2 I guess @realDonaldTrump really doesnt like or respect any politicians. .I respect him even more for that.,@realDonaldTrump I feel the train is gaining steam.,0.4059999883174896,0.0440291166305542
My friends do not listen when I speak to them.,I tell my friends but they don't listen.,0.75,0.4218989610671997
A small girl sleeping on a couch with a pillow on her lap and under her head.,Two children sleep on a man's lap.,0.5619999766349792,0.04934662580490112
"Sadly, most health insurance plans don't cover abortions, so the price can be quite high....",Before I formed you in the #womb I knew you. #prolifegen #prolifeyouth #God,0.21899999678134918,0.04648703336715698
"Often , production crews either are fans of anime or are required to view anime .","Some anime is drawn by hand , but anime can also be made with computers .",0.4690000116825104,0.14521127939224243
A woman standing outside painting a picture of the view.,A male paused in thought while painting a picture.,0.531000018119812,0.2007913589477539
It's never been wrong for a woman to talk to a man.,Since when is it so wrong for a woman to talk tp a guy.,0.8119999766349792,0.3969200849533081
"Today , it is recognized that these groups are not closely related to plants , and have a very different biology .","Higher plants and fungi do not produce flagellate cells , but the closely related green algae and chytrids do .",0.375,0.17488276958465576
"@NYCanegirl the premeditated taking of an innocent human life is 1st degree murder, and you know it.",#Florida AttorneyGeneralBondi files appeal after Judge grants ACLU request to temporarily halt new law requiring 24hr wait before,0.31200000643730164,-0.20863330364227295
"Oh, five to seven days for the 'A' group.",by A Group in about seven days.,0.656000018119812,0.19336926937103271
"As an Aquarian, I am always very intrigued while reading about my House and am always pleased with what I find out.","I never really liked the House system, though the world-building is AMAZING, definitely well-constructed.",0.2809999883174896,0.05440068244934082
Why is it that you like anyone who you know at all?,"hey, how come that u like someone that know you at all??",0.4690000116825104,0.26533472537994385
I like the mysterious thing he has going for him it's super-attractive quite pleasant.,Basso has a fluid writing style.,0.25,-0.1252673864364624
Okay so now you must know how much I love Jane.,Jane suffers some deaths of loved ones and fixes all her friends problems.,0.5,-0.06838098168373108
"The study also found that consumer goods advertisers continued to spend the most dollars online, representing 35% of all Web advertising.","In the second quarter, consumer advertisers continued to spend the most online, slightly increasing their share.",0.625,0.3985484838485718
A group of people dancing in a club in front of a disk jockey.,People out enjoying drinks and conversation while sitting at an outdoor restaurant patio.,0.4690000116825104,-0.0023936033248901367
Many of my reviews are more just a rambling compilation of thoughts.,"Nope, the heroine just hates on her adoptive mother instead.",0.09399999678134918,-0.3779337853193283
she's gone out on the devil herself.,I've gone over every inch of her myself.,0.25,-0.15555217862129211
"At the start , the Goddess of Nonsense chooses a mate from a series of suitors along the River Styx .",It takes place along the River Styx and starts with the Goddess of Nonsense wanting a husband .,0.75,0.40907543897628784
2 million bogus followers on Twitter @HillaryClinton #WhyImNotVotingForHillary,@HillaryClinton The deceit hand? Thats a hand you know well. Right?,0.375,0.17668604850769043
People aren't 'pro-life' they're 'pro-birth'. When a mother can't provide what happens then?,They know what's best for their safety.,0.18799999356269836,-0.3149948716163635
A man is performing a stunt outdoors.,A young man on a beach is performing skateboard stunts.,0.5619999766349792,0.07960242033004761
"crazy-speak & how often/many times it's repeated are NOT mutually exclusive; c'mon chris; don't YOU be lazy, too... @chrislhayes",. @realDonaldTrump American was great until you embarrassed us all to death,0.31200000643730164,-0.30451102554798126
Njesuthi in the Drakensberg at abbr = on 3 is the highest peak in South Africa .,It is the highest peak of the Strandzha massif and also the European part of Turkey .,0.15600000321865082,-0.03146827220916748
the three wardens moved slowly and slowly down the hill.,A train moved slowly and with great steadiness up the incline from the station.,0.125,-0.05786219239234924
"They were the second variety of British Rail 's then-standard 1972 design for suburban EMUs , which eventually encompassed 755 vehicles and five Classes .","They were the fourth variety of BR 's then-standard 1972 design for suburban EMUs , eventually encompassing 755 vehicles and five classes .",0.593999981880188,0.2999765872955322
This is the actual color of the dye from the indigo plant when swatched onto raw fabric .,"Indigo is a dye made from the indigo plant , used to dye cloth .",0.625,0.3455533981323242
"Significant flooding resulted in much of eastern Florida , along with some wind damage .","The flooding left many roads impassable near the capital city , and also resulted in landslides .",0.5619999766349792,0.24916088581085205
I watch the Real World because I like that show!!!,"Two examples are ""Meet the Barkers"" and ""Real World.",0.4059999883174896,-0.09596443176269531
A black dog runs along the grass.,A dog with a muzzle in the grass and sunlight.,0.531000018119812,0.2700902223587036
A family moved in this house after that event...,The proprietor moved it to the counter.,0.18799999356269836,-0.22507056593894958
Mary Magdalene is the most well-known of the disciples outside of the Twelve .,"In Catholic folklore , Mary , the sister of Lazarus , is seen as the same as Mary Magdalene .",0.625,0.30469566583633423
I first read these books as an impressionable teen.,"Just never really got interested, as a teen.",0.25,0.048903584480285645
A young man skateboarding on a short wall.,a little baby skateboarding on a small concrete wall,0.5,0.3332773447036743
"It is very rarely that a book can command so much of my attention and I really could not resist it, yum!","She's still living with, and teaming up with Ivy & Jenks, and she seems very unsure of herself, and her place in this new life.",0.15600000321865082,-0.3097323775291443
exports of sugar produced over the quota framework were not covered by export refunds.,C quota sugar was not eligible for the price support mechanism or for the export refund mechanism.,0.6880000233650208,0.37638187408447266
I do not believe so; you will have to decide.,"not really, you have to be the judge",0.656000018119812,0.16515618562698364
"In some flowers with superior ovaries , the base of the stamens , petals and sepals are fused into a floral tube or hypanthium .","In some species , the other floral parts are fused to form a cup called a floral tube or hypanthium .",0.8119999766349792,0.24231183528900146
I was able to locate this site.,You should be able to locate it.,0.8119999766349792,0.2620953917503357
"@ABC Stupid is as stupid does! Showedhis true colors; seems that he ignores that US was invaded, & plundered,not discovered",i want donald trump to win the presidency so bad. he cant be bought out like all the others. and he sticks to his convictions,0.31200000643730164,-0.04750630259513855
@lbush34 @HillaryClinton just defending my girl Hillary!,It's what's best for business and presidential seat for #HillaryClinton,0.593999981880188,0.15780138969421387
A woman in a purple shirt carries three full shopping bags.,"A group of various people stand outside of a store called ""Central Market.",0.375,-0.12482890486717224
"Please, if you've read the Cosmere novels, jump into this collection of gems that help to widen the cosmere even more.",I see Sixth of the Dusk and Silence Forescout as recursive of each other which here is not a bad thing if it ever is.,0.2809999883174896,-0.09121444821357727
I suggest you watch all of it again.,why don't you watch it all over again.,0.906000018119812,0.3270505666732788
orlando bloom or johnny depp *sigh*,Johnny Depp is dressed up like a pirate.,0.3440000116825104,0.11059397459030151
Two little boys reading and looking at books on the stairs.,A little boy with blue mittens walking over a wooden trail bridge.,0.2809999883174896,-0.06387457251548767
Jhangi is one of the 51 union councils of Abbottabad District in the North West Frontier Province of Pakistan .,"There are fifty-one Union Councils in the district , 35 in Abbottabad tehsil and 16 in Havelian .",0.625,0.3382743000984192
Three main types of optical telescopes - and these are divided into subgroups .,"The Bantu Kavirondo are divided into three principal types : the Awa-Rimi , the Awa-Ware and the Awa-Kisii .",0.25,-0.4421631172299385
two mechanics working on a drag racing car.,A German Shepherd carries a small log in the water.,0.125,-0.21982446312904358
"Hey, me and my girlfriend are at the bar.","Hey, it's my girlfriend. That was seriously uncool.",0.4059999883174896,0.12908244132995605
"The population was 16,461 at the 2000 census .","In 2000 , 16,461 people lived in Aberdeen .",0.8119999766349792,0.4054220914840698
Man spraying water into boxer's mouth.,A little girl is getting splashed by water.,0.4690000116825104,-0.16825804114341736
"After winning the battle royal , he kissed Lilian Garcia .",Lilian Garcia performed `` America the Beautiful '' at the beginning of the event .,0.375,0.0435977578163147
You can't get that kind of effect with a digital camera really.,"with a digital camera, you'll never reach that effect.",0.781000018119812,0.4716982841491699
"When I tried again, I was able to juggle.","When i went back to it, i was able to juggle!",0.968999981880188,0.4412079453468323
"Be amicable until the situation improves, since you do not want to end it prematurely.",just be nice until things get better---u dont want to call it off too soon,0.8339999914169312,0.3861492872238159
At six o clock in the morning 1500 euro of drinks they did not eat.,"at 6 a.m., I have to pay 1536 euros for food and drink.",0.656000018119812,0.2375391721725464
Let the others do all the yelling and screaming.,leave the shouting to the others.,0.843999981880188,0.34670543670654297
A woman playing trains with a child.,A small child opening up Christmas presents.,0.18799999356269836,-0.03093370795249939
This weekend is the Hillary For America Weekend of Action & I hope you'll participate. -L #California,@politico YAWNzzzzzzzzzzzzzz could keep the z's going for the full amt of Tweet characters but you get the point.,0.2809999883174896,-0.24480140209197998
They are weak without you.,Some men are weak and goalless.,0.31200000643730164,0.17679035663604736
Flinn takes a handful of lesser known fairytales and mashes them together to make one story - and it totally works.,This was a pretty cute story that brought in a lot of lesser known fairytales.,0.625,0.22725743055343628
So go and dance with your thunder and lightning,then take your thunder and dance,0.75,0.38093745708465576
"Overall it's a fun, quick book.","Overall, The Graveyard Book was definitely something that turned me on to Neil Gaiman.",0.531000018119812,-0.16452962160110474
I enjoyed the first book of the Faithful and the Fallen series - Malice by John Gwynne.,"The series has already ended, with three more books, and Gwynne is already among the most well-regarded fantasy authors of the day.",0.5619999766349792,0.16539478302001953
A little girl is walking down a path lined with large trees.,Two people with backpacks hike up a rocky dirt path next to a conifer tree.,0.4059999883174896,-0.1132279634475708
"Yes, Blossom the Happy Monster finally showed back up as promised, but only in the last few pages and almost as more of an after-thought.","I, for one, appreciated that the end was foreshadowed not only by the title but from page one.",0.43799999356269836,-0.015569448471069336
